transcript_id	gene_id	chr	start	end	strand	biotype	gene_biotype	has_cds	label	length
transcript:ENST00000590331		19	38380899	38383297	+	nonsense_mediated_decay	protein_coding	True	1	614
transcript:ENST00000453032		21	38383126	38498476	-	protein_coding	protein_coding	True	1	2759
transcript:ENST00000398919		21	38383291	38660667	-	protein_coding	protein_coding	True	1	3329
transcript:ENST00000356264		7	38383704	38631373	-	protein_coding	protein_coding	True	1	5312
transcript:ENST00000325590		7	38383704	38631420	-	protein_coding	protein_coding	True	1	5107
transcript:ENST00000334928		19	38384267	38388034	-	protein_coding	protein_coding	True	1	4204
transcript:ENST00000585737		19	38384353	38388034	-	nonsense_mediated_decay	protein_coding	True	1	3121
transcript:ENST00000591809		19	38384353	38388024	-	protein_coding_CDS_not_defined	protein_coding	False	1	369
transcript:ENST00000441628		7	38384818	38463113	-	protein_coding	protein_coding	True	1	3470
transcript:ENST00000527334		8	38386207	38392843	+	protein_coding	protein_coding	True	1	906
transcript:ENST00000519476		8	38386303	38394434	+	protein_coding	protein_coding	True	1	2762
transcript:ENST00000297720		8	38386441	38408544	+	protein_coding	protein_coding	True	1	2884
transcript:ENST00000524874		8	38386476	38408274	+	protein_coding	protein_coding	True	1	2791
transcript:ENST00000379957		8	38386476	38409527	+	protein_coding	protein_coding	True	1	4332
transcript:ENST00000518883		8	38386501	38408488	+	nonsense_mediated_decay	protein_coding	True	1	2619
transcript:ENST00000523983		8	38386501	38408543	+	protein_coding	protein_coding	True	1	3111
transcript:ENST00000523268		8	38386502	38409527	+	nonsense_mediated_decay	protein_coding	True	1	3255
transcript:ENST00000586599		19	38386767	38387992	-	protein_coding	protein_coding	True	1	741
transcript:ENST00000587676		19	38387083	38388082	-	protein_coding	protein_coding	True	1	699
transcript:ENST00000526356		8	38387142	38392921	+	protein_coding	protein_coding	True	1	981
transcript:ENST00000587013		19	38388421	38399587	+	protein_coding	protein_coding	True	1	6250
transcript:ENST00000691638		19	38388697	38399587	+	protein_coding	protein_coding	True	1	6023
transcript:ENST00000586301		19	38389612	38399587	+	protein_coding	protein_coding	True	1	6038
transcript:ENST00000460887		7	38389848	38392719	-	protein_coding_CDS_not_defined	protein_coding	False	1	430
transcript:ENST00000587947		19	38390055	38394763	+	protein_coding	protein_coding	True	1	1190
transcript:ENST00000338502		19	38390200	38399587	+	protein_coding	protein_coding	True	1	6011
transcript:ENST00000586958		19	38390299	38394670	+	nonsense_mediated_decay	protein_coding	True	1	844
transcript:ENST00000587564		19	38390299	38394476	+	protein_coding_CDS_not_defined	protein_coding	False	1	543
transcript:ENST00000481609		21	38391659	38498456	-	protein_coding_CDS_not_defined	protein_coding	False	1	970
transcript:ENST00000450124		7	38391988	38429285	-	nonsense_mediated_decay	protein_coding	True	1	1003
transcript:ENST00000471913		7	38391988	38429285	-	protein_coding_CDS_not_defined	protein_coding	False	1	1778
transcript:ENST00000467580		7	38391988	38429285	-	protein_coding_CDS_not_defined	protein_coding	False	1	866
transcript:ENST00000377698		9	38392702	38398661	+	protein_coding	protein_coding	True	1	4582
transcript:ENST00000635162		9	38392712	38396138	+	protein_coding	protein_coding	True	1	974
transcript:ENST00000492833		21	38395370	38445621	-	protein_coding_CDS_not_defined	protein_coding	False	1	938
transcript:ENST00000527710		8	38396973	38408544	+	protein_coding	protein_coding	True	1	2095
transcript:ENST00000649678		8	38400215	38467707	-	nonsense_mediated_decay	protein_coding	True	1	8673
transcript:ENST00000533301		8	38400536	38401683	-	protein_coding_CDS_not_defined	protein_coding	False	1	377
transcript:ENST00000528827		8	38400883	38407414	+	protein_coding_CDS_not_defined	protein_coding	False	1	487
transcript:ENST00000252530		19	38403093	38409084	+	protein_coding	protein_coding	True	1	2363
transcript:ENST00000588262		19	38403135	38409040	+	protein_coding	protein_coding	True	1	1387
transcript:ENST00000343358		19	38403154	38409084	+	protein_coding	protein_coding	True	1	1810
transcript:ENST00000589408		19	38403169	38404996	+	protein_coding	protein_coding	True	1	1084
transcript:ENST00000589029		19	38403187	38404996	+	nonsense_mediated_decay	protein_coding	True	1	647
transcript:ENST00000336740		5	38403541	38464388	+	protein_coding	protein_coding	True	1	5399
transcript:ENST00000397202		5	38403548	38464549	+	protein_coding	protein_coding	True	1	3526
transcript:ENST00000473107		21	38403604	38449105	-	protein_coding_CDS_not_defined	protein_coding	False	1	560
transcript:ENST00000585954		19	38403665	38405113	+	protein_coding_CDS_not_defined	protein_coding	False	1	330
transcript:ENST00000527175		8	38404413	38408544	+	protein_coding	protein_coding	True	1	788
transcript:ENST00000377694		9	38406528	38424454	-	protein_coding	protein_coding	True	1	4403
transcript:ENST00000586305		19	38409055	38426187	-	protein_coding	protein_coding	True	1	5041
transcript:ENST00000615439		19	38409058	38426219	-	protein_coding	protein_coding	True	1	5154
transcript:ENST00000454404		19	38409058	38426305	-	protein_coding	protein_coding	True	1	5036
transcript:ENST00000587753		19	38409058	38426305	-	protein_coding	protein_coding	True	1	4826
transcript:ENST00000589358		19	38409058	38426305	-	nonsense_mediated_decay	protein_coding	True	1	4656
transcript:ENST00000589474		19	38409058	38426305	-	nonsense_mediated_decay	protein_coding	True	1	4572
transcript:ENST00000614135		19	38409058	38426305	-	protein_coding	protein_coding	True	1	4688
transcript:ENST00000617966		19	38409058	38426305	-	protein_coding	protein_coding	True	1	4658
transcript:ENST00000622174		19	38409058	38426305	-	protein_coding	protein_coding	True	1	4106
transcript:ENST00000587738		19	38409840	38426162	-	protein_coding	protein_coding	True	1	4315
transcript:ENST00000397091		8	38411138	38468641	-	protein_coding	protein_coding	True	1	8165
transcript:ENST00000703405		8	38411138	38468834	-	protein_coding	protein_coding	True	1	8370
transcript:ENST00000619564		8	38411139	38468834	-	nonsense_mediated_decay	protein_coding	True	1	6169
transcript:ENST00000341462		8	38411143	38468601	-	protein_coding	protein_coding	True	1	6929
transcript:ENST00000447712		8	38411143	38468635	-	protein_coding	protein_coding	True	1	8166
transcript:ENST00000532791		8	38411231	38468622	-	protein_coding	protein_coding	True	1	8053
transcript:ENST00000674380		8	38411431	38468132	-	nonsense_mediated_decay	protein_coding	True	1	5131
transcript:ENST00000674189		8	38411627	38468165	-	nonsense_mediated_decay	protein_coding	True	1	3438
transcript:ENST00000425967		8	38411642	38467701	-	protein_coding	protein_coding	True	1	5839
transcript:ENST00000683765		8	38411642	38468601	-	protein_coding	protein_coding	True	1	6814
transcript:ENST00000526688		8	38412085	38413976	-	protein_coding_CDS_not_defined	protein_coding	False	1	570
transcript:ENST00000397113		8	38412728	38467900	-	protein_coding	protein_coding	True	1	6143
transcript:ENST00000356207		8	38412730	38468616	-	protein_coding	protein_coding	True	1	6026
transcript:ENST00000335922		8	38412731	38468621	-	protein_coding	protein_coding	True	1	6596
transcript:ENST00000326324		8	38412732	38468616	-	protein_coding	protein_coding	True	1	6012
transcript:ENST00000683815		8	38412732	38468633	-	protein_coding	protein_coding	True	1	6551
transcript:ENST00000684654		8	38412732	38468633	-	protein_coding	protein_coding	True	1	6017
transcript:ENST00000397103		8	38412934	38457503	-	protein_coding	protein_coding	True	1	5155
transcript:ENST00000531196		8	38413466	38415923	-	nonsense_mediated_decay	protein_coding	True	1	1247
transcript:ENST00000397108		8	38413522	38467724	-	protein_coding	protein_coding	True	1	5333
transcript:ENST00000487647		8	38415993	38457446	-	nonsense_mediated_decay	protein_coding	True	1	1794
transcript:ENST00000633445		17	38419280	38512385	+	protein_coding	protein_coding	True	1	10368
transcript:ENST00000674235		8	38419533	38428435	-	nonsense_mediated_decay	protein_coding	True	1	1808
transcript:ENST00000530701		8	38421843	38457532	-	protein_coding_CDS_not_defined	protein_coding	False	1	276
transcript:ENST00000527203		8	38424528	38457476	-	protein_coding_CDS_not_defined	protein_coding	False	1	556
transcript:ENST00000533668		8	38424546	38467707	-	protein_coding	protein_coding	True	1	990
transcript:ENST00000525001		8	38424549	38467842	-	protein_coding	protein_coding	True	1	2051
transcript:ENST00000526742		8	38426158	38467804	-	protein_coding	protein_coding	True	1	1093
transcript:ENST00000529552		8	38426174	38467845	-	protein_coding	protein_coding	True	1	1114
transcript:ENST00000484370		8	38426179	38457446	-	nonsense_mediated_decay	protein_coding	True	1	1279
transcript:ENST00000303592		22	38426327	38455199	-	protein_coding	protein_coding	True	1	3403
transcript:ENST00000530568		8	38428012	38466663	-	protein_coding	protein_coding	True	1	724
transcript:ENST00000434187		8	38428363	38466695	-	protein_coding	protein_coding	True	1	693
transcript:ENST00000622683		17	38428464	38512385	+	protein_coding	protein_coding	True	1	10387
transcript:ENST00000620417		17	38428486	38510136	+	protein_coding	protein_coding	True	1	7098
transcript:ENST00000413133		8	38429720	38467712	-	protein_coding	protein_coding	True	1	907
transcript:ENST00000689936		19	38433691	38587420	+	protein_coding	protein_coding	True	1	30199
transcript:ENST00000688602		19	38433691	38587563	+	nonsense_mediated_decay	protein_coding	True	1	28990
transcript:ENST00000359596		19	38433691	38587564	+	protein_coding	protein_coding	True	1	30517
transcript:ENST00000593322		19	38433691	38587564	+	nonsense_mediated_decay	protein_coding	True	1	26846
transcript:ENST00000713952		19	38433691	38587564	+	protein_coding	protein_coding	True	1	29851
transcript:ENST00000594335		19	38433691	38595273	+	nonsense_mediated_decay	protein_coding	True	1	24554
transcript:ENST00000355481		19	38433699	38587564	+	protein_coding	protein_coding	True	1	30479
transcript:ENST00000713953		19	38433699	38587564	+	protein_coding	protein_coding	True	1	30239
transcript:ENST00000599547		19	38433830	38587564	+	nonsense_mediated_decay	protein_coding	True	1	24380
transcript:ENST00000397210		5	38445540	38464556	+	protein_coding	protein_coding	True	1	1758
transcript:ENST00000506135		5	38445571	38464137	+	protein_coding	protein_coding	True	1	1348
transcript:ENST00000508131		5	38445596	38463865	+	protein_coding	protein_coding	True	1	890
transcript:ENST00000514476		5	38448256	38464051	+	protein_coding	protein_coding	True	1	1135
transcript:ENST00000616767		17	38453690	38512385	+	protein_coding	protein_coding	True	1	11095
transcript:ENST00000352511		3	38453890	38493142	+	protein_coding	protein_coding	True	1	13321
transcript:ENST00000397609		15	38454127	38487710	+	protein_coding	protein_coding	True	1	5690
transcript:ENST00000491535		15	38454154	38483665	+	protein_coding	protein_coding	True	1	4104
transcript:ENST00000618942		17	38457400	38466272	+	protein_coding	protein_coding	True	1	1276
transcript:ENST00000440174		8	38457442	38463400	-	protein_coding	protein_coding	True	1	394
transcript:ENST00000559431		15	38465346	38484638	+	protein_coding	protein_coding	True	1	610
transcript:ENST00000496629		8	38465413	38466663	-	protein_coding_CDS_not_defined	protein_coding	False	1	584
transcript:ENST00000480571		8	38465514	38466196	-	protein_coding_CDS_not_defined	protein_coding	False	1	442
transcript:ENST00000409006		22	38468078	38481635	+	protein_coding	protein_coding	True	1	1594
transcript:ENST00000216014		22	38468096	38483447	+	protein_coding	protein_coding	True	1	2339
transcript:ENST00000619156		17	38469580	38482143	+	nonsense_mediated_decay	protein_coding	True	1	1159
transcript:ENST00000485493		21	38470775	38661694	-	protein_coding_CDS_not_defined	protein_coding	False	1	1626
transcript:ENST00000616909		17	38471939	38482558	+	protein_coding	protein_coding	True	1	976
transcript:ENST00000397042		20	38472816	38578859	+	protein_coding	protein_coding	True	1	13128
transcript:ENST00000262879		20	38472843	38578858	+	protein_coding	protein_coding	True	1	13118
transcript:ENST00000397040		20	38472900	38578859	+	protein_coding	protein_coding	True	1	12920
transcript:ENST00000471268		22	38474329	38482922	+	protein_coding_CDS_not_defined	protein_coding	False	1	970
transcript:ENST00000453190		5	38474668	38556646	-	protein_coding	protein_coding	True	1	13847
transcript:ENST00000263409		5	38474963	38595404	-	protein_coding	protein_coding	True	1	13383
transcript:ENST00000620325		17	38482523	38490144	+	nonsense_mediated_decay	protein_coding	True	1	690
transcript:ENST00000403230		22	38483438	38506311	-	protein_coding	protein_coding	True	1	6951
transcript:ENST00000396821		22	38483440	38506337	-	protein_coding	protein_coding	True	1	6987
transcript:ENST00000506003		5	38485937	38502675	-	nonsense_mediated_decay	protein_coding	True	1	957
transcript:ENST00000475004		22	38488026	38493771	-	nonsense_mediated_decay	protein_coding	True	1	612
transcript:ENST00000310803		15	38488103	38564814	-	protein_coding	protein_coding	True	1	7425
transcript:ENST00000697780		15	38488110	38560088	-	protein_coding	protein_coding	True	1	6692
transcript:ENST00000558418		15	38488110	38560279	-	protein_coding	protein_coding	True	1	7203
transcript:ENST00000697782		15	38488110	38564710	-	protein_coding	protein_coding	True	1	7392
transcript:ENST00000697783		15	38488110	38564710	-	protein_coding	protein_coding	True	1	7080
transcript:ENST00000697784		15	38488110	38564806	-	protein_coding	protein_coding	True	1	7199
transcript:ENST00000697785		15	38488110	38565384	-	protein_coding	protein_coding	True	1	7465
transcript:ENST00000697786		15	38488122	38559904	-	nonsense_mediated_decay	protein_coding	True	1	4563
transcript:ENST00000558432		15	38490095	38560082	-	protein_coding	protein_coding	True	1	5145
transcript:ENST00000432525		22	38490313	38507660	-	protein_coding_CDS_not_defined	protein_coding	False	1	1354
transcript:ENST00000620329		17	38490462	38510060	+	protein_coding	protein_coding	True	1	814
transcript:ENST00000561180		15	38490480	38565575	-	protein_coding	protein_coding	True	1	5254
transcript:ENST00000414708		15	38490554	38564635	-	nonsense_mediated_decay	protein_coding	True	1	3597
transcript:ENST00000450598		15	38490554	38564635	-	protein_coding	protein_coding	True	1	4585
transcript:ENST00000558164		15	38490554	38564635	-	protein_coding	protein_coding	True	1	3398
transcript:ENST00000559830		15	38490554	38564635	-	protein_coding	protein_coding	True	1	3704
transcript:ENST00000503088		5	38490620	38595404	-	protein_coding_CDS_not_defined	protein_coding	False	1	2371
transcript:ENST00000561117		15	38491539	38565397	-	protein_coding	protein_coding	True	1	5951
transcript:ENST00000557875		15	38494452	38501190	-	nonsense_mediated_decay	protein_coding	True	1	1164
transcript:ENST00000412107		3	38496127	38524413	+	nonsense_mediated_decay	protein_coding	True	1	1638
transcript:ENST00000436414		3	38496272	38524868	+	nonsense_mediated_decay	protein_coding	True	1	1925
transcript:ENST00000443942		3	38496340	38501502	+	nonsense_mediated_decay	protein_coding	True	1	747
transcript:ENST00000287675		3	38496340	38526303	+	protein_coding	protein_coding	True	1	4183
transcript:ENST00000630638		3	38496342	38496850	+	protein_coding	protein_coding	True	1	368
transcript:ENST00000431472		3	38496342	38524417	+	nonsense_mediated_decay	protein_coding	True	1	1579
transcript:ENST00000447573		3	38496343	38524818	+	nonsense_mediated_decay	protein_coding	True	1	1921
transcript:ENST00000422077		3	38496345	38524699	+	protein_coding	protein_coding	True	1	2274
transcript:ENST00000454803		3	38496345	38524950	+	nonsense_mediated_decay	protein_coding	True	1	1989
transcript:ENST00000438992		3	38496365	38524568	+	nonsense_mediated_decay	protein_coding	True	1	1611
transcript:ENST00000457367		3	38496365	38525121	+	nonsense_mediated_decay	protein_coding	True	1	2507
transcript:ENST00000453767		3	38496481	38523216	+	protein_coding	protein_coding	True	1	1138
transcript:ENST00000450732		3	38496485	38524060	+	nonsense_mediated_decay	protein_coding	True	1	1034
transcript:ENST00000470291		3	38496492	38513851	+	nonsense_mediated_decay	protein_coding	True	1	502
transcript:ENST00000495949		20	38497438	38500003	+	protein_coding_CDS_not_defined	protein_coding	False	1	636
transcript:ENST00000438490		20	38497480	38575070	+	protein_coding	protein_coding	True	1	8047
transcript:ENST00000614693		17	38497793	38501124	+	protein_coding	protein_coding	True	1	852
transcript:ENST00000467279		22	38498553	38505901	-	protein_coding_CDS_not_defined	protein_coding	False	1	712
transcript:ENST00000560425		15	38498916	38511705	-	nonsense_mediated_decay	protein_coding	True	1	1497
transcript:ENST00000479734		22	38505165	38506306	-	protein_coding_CDS_not_defined	protein_coding	False	1	441
transcript:ENST00000216024		22	38518948	38570183	-	protein_coding	protein_coding	True	1	3292
transcript:ENST00000428462		22	38518949	38568409	-	protein_coding	protein_coding	True	1	2940
transcript:ENST00000632792		20	38525515	38577226	+	protein_coding	protein_coding	True	1	7457
transcript:ENST00000560929		15	38526384	38565169	-	protein_coding	protein_coding	True	1	401
transcript:ENST00000506990		5	38527175	38556636	-	protein_coding	protein_coding	True	1	1137
transcript:ENST00000601514		19	38528090	38536062	+	protein_coding_CDS_not_defined	protein_coding	False	1	863
transcript:ENST00000511561		5	38528759	38557465	-	protein_coding	protein_coding	True	1	798
transcript:ENST00000617146		17	38530031	38605952	-	protein_coding	protein_coding	True	1	10617
transcript:ENST00000468131		7	38531042	38531338	-	misc_RNA		False	0	297
transcript:ENST00000621492		17	38532444	38605842	-	protein_coding	protein_coding	True	1	8298
transcript:ENST00000596431		19	38534732	38538673	+	protein_coding_CDS_not_defined	protein_coding	False	1	515
transcript:ENST00000439567		22	38538295	38570131	-	protein_coding	protein_coding	True	1	1331
transcript:ENST00000562942		9	38540567	38544266	-	protein_coding_CDS_not_defined	protein_coding	False	1	2345
transcript:ENST00000637322		9	38540569	38571152	-	nonsense_mediated_decay	protein_coding	True	1	1072
transcript:ENST00000637556		9	38540569	38577207	-	nonsense_mediated_decay	protein_coding	True	1	3090
transcript:ENST00000625242		9	38540569	38545372	-	protein_coding_CDS_not_defined	protein_coding	False	1	2665
transcript:ENST00000637288		9	38540683	38577203	-	nonsense_mediated_decay	protein_coding	True	1	2630
transcript:ENST00000622190		17	38541281	38563424	-	protein_coding	protein_coding	True	1	7420
transcript:ENST00000622519		17	38541284	38563996	-	protein_coding	protein_coding	True	1	8243
transcript:ENST00000621763		17	38541284	38572820	-	protein_coding_CDS_not_defined	protein_coding	False	1	5225
transcript:ENST00000636756		9	38543253	38577156	-	protein_coding_CDS_not_defined	protein_coding	False	1	654
transcript:ENST00000613927		17	38544578	38548701	-	protein_coding	protein_coding	True	1	2069
transcript:ENST00000621275		17	38545268	38546721	-	protein_coding_CDS_not_defined	protein_coding	False	1	453
transcript:ENST00000414099		3	38548057	38633349	-	protein_coding	protein_coding	True	1	14300
transcript:ENST00000327956		3	38548062	38645776	-	protein_coding	protein_coding	True	1	14493
transcript:ENST00000333535		3	38548062	38649687	-	protein_coding	protein_coding	True	1	14570
transcript:ENST00000413689		3	38548062	38649687	-	protein_coding	protein_coding	True	1	14570
transcript:ENST00000423572		3	38548062	38649687	-	protein_coding	protein_coding	True	1	14564
transcript:ENST00000713730		3	38548062	38649687	-	nonsense_mediated_decay	protein_coding	True	1	9471
transcript:ENST00000455624		3	38549128	38633332	-	protein_coding	protein_coding	True	1	13122
transcript:ENST00000450102		3	38549968	38633349	-	protein_coding	protein_coding	True	1	12173
transcript:ENST00000449557		3	38550321	38633316	-	protein_coding	protein_coding	True	1	11787
transcript:ENST00000415483		22	38552671	38568409	-	protein_coding	protein_coding	True	1	985
transcript:ENST00000464652		3	38552981	38554549	-	protein_coding_CDS_not_defined	protein_coding	False	1	591
transcript:ENST00000471410		X	38561542	38688168	+	nonsense_mediated_decay	protein_coding	True	1	1402
transcript:ENST00000378482		X	38561542	38688918	+	protein_coding	protein_coding	True	1	2492
transcript:ENST00000480976		X	38561544	38674265	+	nonsense_mediated_decay	protein_coding	True	1	685
transcript:ENST00000475216		X	38561544	38688271	+	nonsense_mediated_decay	protein_coding	True	1	1362
transcript:ENST00000286824		X	38561544	38688397	+	protein_coding	protein_coding	True	1	2071
transcript:ENST00000612431		17	38561922	38604612	-	protein_coding	protein_coding	True	1	2852
transcript:ENST00000449105		2	38561969	38602928	-	protein_coding	protein_coding	True	1	5773
transcript:ENST00000409636		2	38561978	38603029	-	protein_coding	protein_coding	True	1	5594
transcript:ENST00000378915		2	38563186	38602626	-	protein_coding	protein_coding	True	1	4050
transcript:ENST00000358367		2	38563186	38603036	-	protein_coding	protein_coding	True	1	4393
transcript:ENST00000608859		2	38563186	38603036	-	protein_coding	protein_coding	True	1	4664
transcript:ENST00000272249		2	38563508	38591641	-	nonsense_mediated_decay	protein_coding	True	1	2843
transcript:ENST00000409328		2	38564032	38602857	-	protein_coding	protein_coding	True	1	3435
transcript:ENST00000441689		2	38568079	38569836	-	protein_coding	protein_coding	True	1	912
transcript:ENST00000703204		9	38568253	38610364	-	nonsense_mediated_decay	protein_coding	True	1	4154
transcript:ENST00000464842		22	38569284	38570204	-	protein_coding_CDS_not_defined	protein_coding	False	1	269
transcript:ENST00000488893		X	38570683	38675816	+	protein_coding_CDS_not_defined	protein_coding	False	1	736
transcript:ENST00000602295		9	38571358	38595509	-	protein_coding	protein_coding	True	1	4112
transcript:ENST00000399703		9	38571364	38620596	-	protein_coding	protein_coding	True	1	6950
transcript:ENST00000703205		9	38571371	38620363	-	protein_coding	protein_coding	True	1	7082
transcript:ENST00000535113		22	38578118	38656392	-	protein_coding	protein_coding	True	1	11800
transcript:ENST00000540952		22	38578120	38656629	-	protein_coding	protein_coding	True	1	12265
transcript:ENST00000410076		2	38581075	38602929	-	protein_coding	protein_coding	True	1	2515
transcript:ENST00000373348		20	38581195	38585695	+	protein_coding	protein_coding	True	1	621
transcript:ENST00000416116		20	38581195	38588463	+	protein_coding	protein_coding	True	1	1252
transcript:ENST00000470147		20	38581195	38588463	+	nonsense_mediated_decay	protein_coding	True	1	1015
transcript:ENST00000537425		20	38581197	38588463	+	protein_coding	protein_coding	True	1	917
transcript:ENST00000355830		22	38582169	38656303	-	protein_coding	protein_coding	True	1	4370
transcript:ENST00000543828		22	38582169	38586145	-	protein_coding_CDS_not_defined	protein_coding	False	1	497
transcript:ENST00000425682		2	38583843	38600026	-	protein_coding	protein_coding	True	1	1017
transcript:ENST00000713731		3	38587320	38649743	-	nonsense_mediated_decay	protein_coding	True	1	3647
transcript:ENST00000591517		19	38587641	38617924	-	protein_coding	protein_coding	True	1	5202
transcript:ENST00000396857		19	38587641	38617953	-	protein_coding	protein_coding	True	1	5097
transcript:ENST00000593196		19	38587641	38595730	-	protein_coding_CDS_not_defined	protein_coding	False	1	443
transcript:ENST00000586296		19	38587644	38617966	-	protein_coding	protein_coding	True	1	2551
transcript:ENST00000589130		19	38587646	38618882	-	protein_coding	protein_coding	True	1	5108
transcript:ENST00000591921		19	38587700	38609634	-	protein_coding	protein_coding	True	1	3202
transcript:ENST00000544346		22	38591434	38656303	-	protein_coding_CDS_not_defined	protein_coding	False	1	1957
transcript:ENST00000498516		2	38591576	38603586	-	protein_coding_CDS_not_defined	protein_coding	False	1	655
transcript:ENST00000497373		6	38593964	38640148	-	protein_coding	protein_coding	True	1	1206
transcript:ENST00000498633		6	38594236	38639868	-	protein_coding	protein_coding	True	1	850
transcript:ENST00000507786		5	38594971	38608354	-	protein_coding_CDS_not_defined	protein_coding	False	1	523
transcript:ENST00000541689		22	38597207	38636551	-	protein_coding_CDS_not_defined	protein_coding	False	1	1259
transcript:ENST00000585583		19	38597348	38613927	-	nonsense_mediated_decay	protein_coding	True	1	1433
transcript:ENST00000373345		20	38601809	38650653	+	protein_coding	protein_coding	True	1	4995
transcript:ENST00000589002		19	38606186	38613927	-	protein_coding_CDS_not_defined	protein_coding	False	1	557
transcript:ENST00000494037		X	38612322	38671416	+	protein_coding_CDS_not_defined	protein_coding	False	1	575
transcript:ENST00000614624		19	38619082	38636955	+	protein_coding	protein_coding	True	1	1338
transcript:ENST00000593149		19	38619095	38636953	+	protein_coding	protein_coding	True	1	1156
transcript:ENST00000538434		19	38619186	38635485	+	protein_coding	protein_coding	True	1	1341
transcript:ENST00000588934		19	38619186	38636952	+	protein_coding	protein_coding	True	1	915
transcript:ENST00000593062		19	38619186	38630968	+	protein_coding_CDS_not_defined	protein_coding	False	1	704
transcript:ENST00000248342		19	38619188	38636954	+	protein_coding	protein_coding	True	1	1429
transcript:ENST00000545173		19	38619193	38635744	+	protein_coding	protein_coding	True	1	1963
transcript:ENST00000591409		19	38619196	38635102	+	protein_coding	protein_coding	True	1	1093
transcript:ENST00000586513		19	38619196	38628568	+	protein_coding_CDS_not_defined	protein_coding	False	1	493
transcript:ENST00000592558		19	38619211	38636953	+	protein_coding	protein_coding	True	1	1249
transcript:ENST00000543295		22	38620216	38629002	-	protein_coding_CDS_not_defined	protein_coding	False	1	582
transcript:ENST00000243967		20	38626996	38650508	+	protein_coding	protein_coding	True	1	3602
transcript:ENST00000608409		22	38636546	38653853	-	protein_coding_CDS_not_defined	protein_coding	False	1	562
transcript:ENST00000424706		22	38636557	38656278	-	protein_coding_CDS_not_defined	protein_coding	False	1	596
transcript:ENST00000552259		12	38646822	38679622	-	protein_coding_CDS_not_defined	protein_coding	False	1	552
transcript:ENST00000414158		20	38647063	38651035	+	protein_coding	protein_coding	True	1	752
transcript:ENST00000252699		19	38647649	38731589	+	protein_coding	protein_coding	True	1	7726
transcript:ENST00000440400		19	38647649	38731589	+	protein_coding	protein_coding	True	1	7696
transcript:ENST00000424234		19	38647660	38729533	+	protein_coding	protein_coding	True	1	5659
transcript:ENST00000390009		19	38647738	38729447	+	protein_coding	protein_coding	True	1	4181
transcript:ENST00000589528		19	38647738	38730144	+	protein_coding	protein_coding	True	1	758
transcript:ENST00000495553		19	38648193	38709423	+	protein_coding_CDS_not_defined	protein_coding	False	1	586
transcript:ENST00000331366		12	38652203	38905591	-	protein_coding	protein_coding	True	1	5126
transcript:ENST00000538596		12	38652358	38721222	-	protein_coding	protein_coding	True	1	3577
transcript:ENST00000546603		12	38653371	38679678	-	protein_coding_CDS_not_defined	protein_coding	False	1	1036
transcript:ENST00000360449		12	38653834	38907430	-	protein_coding	protein_coding	True	1	3416
transcript:ENST00000547417		12	38653962	38670995	-	protein_coding_CDS_not_defined	protein_coding	False	1	376
transcript:ENST00000216029		22	38656638	38673850	+	protein_coding	protein_coding	True	1	1527
transcript:ENST00000411557		22	38656640	38673854	+	protein_coding	protein_coding	True	1	1811
transcript:ENST00000396811		22	38656651	38673846	+	protein_coding	protein_coding	True	1	1650
transcript:ENST00000416285		22	38656661	38673850	+	protein_coding	protein_coding	True	1	1832
transcript:ENST00000697712		19	38663542	38731589	+	protein_coding	protein_coding	True	1	7347
transcript:ENST00000514033		4	38664197	38690751	+	protein_coding	protein_coding	True	1	2570
transcript:ENST00000261438		4	38664199	38701517	+	protein_coding	protein_coding	True	1	6632
transcript:ENST00000427858		2	38666081	38681348	+	protein_coding_CDS_not_defined	protein_coding	False	1	597
transcript:ENST00000272252		2	38666114	38734765	+	protein_coding	protein_coding	True	1	3306
transcript:ENST00000410063		2	38666117	38733958	+	protein_coding	protein_coding	True	1	1608
transcript:ENST00000444351		2	38666243	38731802	+	nonsense_mediated_decay	protein_coding	True	1	1419
transcript:ENST00000549842		12	38670757	38685694	-	protein_coding_CDS_not_defined	protein_coding	False	1	412
transcript:ENST00000621654		17	38671703	38674957	-	protein_coding	protein_coding	True	1	4395
transcript:ENST00000373365		6	38675925	38703145	-	protein_coding	protein_coding	True	1	2571
transcript:ENST00000470973		6	38675943	38683215	-	protein_coding_CDS_not_defined	protein_coding	False	1	1939
transcript:ENST00000434934		2	38681295	38741237	+	protein_coding	protein_coding	True	1	1381
transcript:ENST00000216034		22	38681957	38685421	+	protein_coding	protein_coding	True	1	2460
transcript:ENST00000409072		7	38685346	38687037	-	protein_coding	protein_coding	True	1	2003
transcript:ENST00000216039		22	38685543	38700667	-	protein_coding	protein_coding	True	1	4257
transcript:ENST00000683374		22	38685543	38700943	-	protein_coding	protein_coding	True	1	4352
transcript:ENST00000280481		13	38687077	38887131	+	protein_coding	protein_coding	True	1	25632
transcript:ENST00000545590		22	38687718	38699970	-	protein_coding	protein_coding	True	1	1110
transcript:ENST00000427389		22	38689074	38701030	-	protein_coding	protein_coding	True	1	941
transcript:ENST00000412832		22	38689296	38700940	-	protein_coding	protein_coding	True	1	843
transcript:ENST00000637691		9	38694266	38705545	-	protein_coding	protein_coding	True	1	1203
transcript:ENST00000637493		9	38694266	38720133	-	protein_coding	protein_coding	True	1	1099
transcript:ENST00000655275		3	38696802	38816286	-	protein_coding	protein_coding	True	1	12599
